codice_articolo,famiglia,capitolo,sottocapitolo,descrizione,unita_misura,prezzo_senza_sg_ut,spese_generali,oneri_sicurezza_impresa,utile_impresa,prezzo_finale,quota_manodopera,incidenza_manodopera
SAR24_PR.0025.0002.0018,PR,TUBI IN ACCIAIO,Tubo saldato,"""TUBO ACCIAIO ZINCATO SALDATO filettati in Fe330, a norme UNI EN 10255:2007, zincati a caldo, marchiati a vernice con nome del produttore, diametro e norme di riferimento, estremità filettate, forniti in barre da 6 m. Diametro Nominale 1/2""""""",m,3.47784,0.52168,0.00783,0.39995,4.4,,
SAR24_PR.0025.0002.0019,PR,TUBI IN ACCIAIO,Tubo saldato,PEZZO SPECIALE IN ACCIAIO INOX AISI 304,kg,13.58784,2.03818,0.03057,1.5626,17.19,,
SAR24_PR.0025.0002.0020,PR,TUBI IN ACCIAIO,Tubo saldato,PEZZO SPECIALE IN ACCIAIO INOX AISI 316 L,kg,16.9848,2.54772,0.03822,1.95325,21.49,,
SAR24_PR.0025.0002.0021,PR,TUBI IN ACCIAIO,Tubo saldato,PEZZO SPECIALE IN ACCIAIO AL CARBONIO ZINCATO A CALDO,kg,4.8528,0.72792,0.01092,0.55807,6.14,,
SAR24_PR.0026.0001.0001,PR,VALVOLE E FILTRI IN OTTONE E BRONZO,Valvola e/o rubinetto,"""VALVOLA A SFERA IN BRONZO PN 25, a passaggio totale, con attacchi F/F diam. 1"""", 25 mm""",cad.,38.9005,5.83508,0.08753,4.47356,49.21,,
SAR24_PR.0026.0001.0002,PR,VALVOLE E FILTRI IN OTTONE E BRONZO,Valvola e/o rubinetto,"""VALVOLA DI RITEGNO A CLAPET, IN BRONZO, PN 16, a tenuta metallica o in neoprene diam. 1"""" - 25 mm""",cad.,27.78607,4.16791,0.06252,3.1954,35.15,,
SAR24_PR.0026.0001.0003,PR,VALVOLE E FILTRI IN OTTONE E BRONZO,Valvola e/o rubinetto,"RUBINETTO DI ATTINGIMENTO A SFERA, IN OTTONE",cad.,16.67164,2.50075,0.03751,1.91724,21.09,,
SAR24_PR.0026.0001.0004,PR,VALVOLE E FILTRI IN OTTONE E BRONZO,Valvola e/o rubinetto,"""VALVOLA A SFERA IN OTTONE PN 25, a passaggio totale, con attacchi F/F o a saldarediam.3"""", 80 mm""",cad.,83.50641,12.52596,0.18789,9.60324,105.64,,
SAR24_PR.0026.0001.0005,PR,VALVOLE E FILTRI IN OTTONE E BRONZO,Valvola e/o rubinetto,"""VALVOLA DI RITEGNO A CLAPET, IN BRONZO, PN 16, a tenuta metallica o in neoprene diam. 1+1/4"""" - 32 mm""",cad.,22.64168,3.39625,0.05094,2.60379,28.64,,
SAR24_PR.0026.0001.0006,PR,VALVOLE E FILTRI IN OTTONE E BRONZO,Valvola e/o rubinetto,"""VALVOLA DI RITEGNO A CLAPET, IN BRONZO, PN 16, a tenuta metallica o in neoprene diam. 1+1/2"""" - 40 mm""",cad.,27.22506,4.08376,0.06126,3.13088,34.44,,
SAR24_PR.0026.0001.0007,PR,VALVOLE E FILTRI IN OTTONE E BRONZO,Valvola e/o rubinetto,"""VALVOLA DI RITEGNO A CLAPET, IN BRONZO, PN 16, a tenuta metallica o in neoprene diam. 2+1/2"""" - 65 mm""",cad.,64.48486,9.67273,0.14509,7.41576,81.57,,
SAR24_PR.0026.0001.0008,PR,VALVOLE E FILTRI IN OTTONE E BRONZO,Valvola e/o rubinetto,"""VALVOLA DI RITEGNO A CLAPET, IN BRONZO, PN 16, a tenuta metallica o in neoprene diam. 3"""" - 80 mm""",cad.,97.44708,14.61706,0.21926,11.20641,123.27,,
SAR24_PR.0026.0001.0009,PR,VALVOLE E FILTRI IN OTTONE E BRONZO,Valvola e/o rubinetto,"""VALVOLA DI RITEGNO A CLAPET, IN BRONZO, PN 16, a tenuta metallica o in neoprene diam. 4"""" - 100 mm""",cad.,160.51352,24.07703,0.36116,18.45906,203.05,,
SAR24_PR.0026.0001.0010,PR,VALVOLE E FILTRI IN OTTONE E BRONZO,Valvola e/o rubinetto,"""Valvola a sfera PN 25 a leva MF diametro 1""""""",cad.,15.5602,2.33403,0.03501,1.78942,19.68,,
SAR24_PR.0026.0002.0001,PR,VALVOLE E FILTRI IN OTTONE E BRONZO,Saracinesca,"""SARACINESCA IN OTTONE PN 16 - attacchi F/F o a saldarediam. 1/2"""" - 15 mm""",cad.,3.70481,0.55572,0.00834,0.42605,4.69,,
SAR24_PR.0026.0002.0002,PR,VALVOLE E FILTRI IN OTTONE E BRONZO,Saracinesca,"""SARACINESCA IN OTTONE PN 16 - attacchi F/F o a saldarediam. 1+1/4""""- 32 mm""",cad.,8.81745,1.32262,0.01984,1.01401,11.15,,
SAR24_PR.0026.0002.0003,PR,VALVOLE E FILTRI IN OTTONE E BRONZO,Saracinesca,"""SARACINESCA IN OTTONE PN 16 - attacchi F/F o a saldarediam. 1+1/2""""- 40 mm""",cad.,11.1356,1.67034,0.02506,1.28059,14.09,,
SAR24_PR.0026.0002.0004,PR,VALVOLE E FILTRI IN OTTONE E BRONZO,Saracinesca,"""SARACINESCA IN BRONZO a flange, PN 16 diam 1+1/2"""" - 40 mm""",cad.,69.42813,10.41422,0.15621,7.98424,87.83,,
SAR24_PR.0026.0002.0005,PR,VALVOLE E FILTRI IN OTTONE E BRONZO,Saracinesca,"""SARACINESCA IN BRONZO a flange, PN 16 diam 2+1/2"""" - 65 mm""",cad.,107.57708,16.13656,0.24205,12.37136,136.09,,
SAR24_PR.0026.0002.0006,PR,VALVOLE E FILTRI IN OTTONE E BRONZO,Saracinesca,"""SARACINESCA IN BRONZO a flange, PN 16 diam 3"""" - 80 mm""",cad.,146.57285,21.98593,0.32979,16.85588,185.41,,
SAR24_PR.0026.0002.0007,PR,VALVOLE E FILTRI IN OTTONE E BRONZO,Saracinesca,"""SARACINESCA IN BRONZO a flange, PN 16 diam 4"""" - 100 mm""",cad.,177.10048,26.56507,0.39848,20.36655,224.03,,
SAR24_PR.0026.0002.0008,PR,VALVOLE E FILTRI IN OTTONE E BRONZO,Saracinesca,"""SARACINESCA IN BRONZO a chiusura rapida, PN 16, attacchi F/F diam 1+1/4"""" - 32 mm""",cad.,21.29736,3.1946,0.04792,2.4492,26.94,,
SAR24_PR.0026.0002.0009,PR,VALVOLE E FILTRI IN OTTONE E BRONZO,Saracinesca,"""SARACINESCA IN BRONZO a chiusura rapida, PN 16, attacchi F/F diam 1+1/2"""" - 40 mm""",cad.,28.19889,4.22983,0.06345,3.24287,35.67,,
SAR24_PR.0026.0002.0010,PR,VALVOLE E FILTRI IN OTTONE E BRONZO,Saracinesca,"""SARACINESCA IN BRONZO a chiusura rapida, PN 16, attacchi F/F diam 2+1/2"""" - 65 mm""",cad.,56.41896,8.46284,0.12694,6.48818,71.37,,
SAR24_PR.0026.0002.0011,PR,VALVOLE E FILTRI IN OTTONE E BRONZO,Saracinesca,"""SARACINESCA IN BRONZO PN 16, attacchi F/F diam 3/4"""" 20 mm""",cad.,6.67924,1.00189,0.01503,0.76811,8.45,,
SAR24_PR.0026.0003.0001,PR,VALVOLE E FILTRI IN OTTONE E BRONZO,Collettore,"""COLLETTORE SEMPLICE COMPLANARE, in ottone o bronzo cromato, con derivazioni da 1/2""""dotate di rubinetto, attacco FF, completo di cassetta in metallo zincato 26x28 3/4x 2 x 1/2""",cad.,26.6217,3.99326,0.0599,3.0615,33.68,,
SAR24_PR.0026.0003.0002,PR,VALVOLE E FILTRI IN OTTONE E BRONZO,Collettore,"""COLLETTORE SEMPLICE COMPLANARE, in ottone o bronzo cromato, con derivazioni da 1/2""""dotate di rubinetto, attacco FF, completo di cassetta in metallo zincato 26x28 ¾ x 3 x 1/2""",cad.,30.35827,4.55374,0.06831,3.4912,38.4,,
SAR24_PR.0026.0003.0003,PR,VALVOLE E FILTRI IN OTTONE E BRONZO,Collettore,"""COLLETTORE SEMPLICE COMPLANARE, in ottone o bronzo cromato, con derivazioni da 1/2""""dotate di rubinetto, attacco FF, completo di cassetta in metallo zincato 26x28 ¾ x 4 x 1/2""",cad.,34.71936,5.2079,0.07812,3.99273,43.92,,
SAR24_PR.0026.0003.0004,PR,VALVOLE E FILTRI IN OTTONE E BRONZO,Collettore,"""COLLETTORE SEMPLICE COMPLANARE, in ottone o bronzo cromato, con derivazioni da 1/2""""dotate di rubinetto, attacco FF, completo di cassetta in metallo zincato 26x28 ¾ x 5 x 1/2""",cad.,41.63147,6.24472,0.09367,4.78762,52.66,,
SAR24_PR.0026.0003.0005,PR,VALVOLE E FILTRI IN OTTONE E BRONZO,Collettore,"""COLLETTORE SEMPLICE COMPLANARE, in ottone o bronzo cromato, con derivazioni da 1/2""""dotate di rubinetto, attacco FF, completo di cassetta in metallo zincato 26x28 ¾ x 6 x 1/2""",cad.,46.00315,6.90047,0.10351,5.29036,58.19,,
SAR24_PR.0027.0001.0001,PR,PEZZI SPECIALI PER TUBAZIONI,Saracinesca,"SARACINESCA A CORPO OVALE O PIATTO, per pressione di esercizio SINO PN16; con corpo, cappello e cuneo in ghisa sferoidale GS 500/7; cuneo rivestito in gomma NPR atossica, antinvecchiamento e antiusura; asta in acciaio inox AISI 420; bulloni in acciaio inox AISI 304; tenuta con anelli O-Ring; attacchi a flange tornite e forate SINO A UNI PN16; manovra a volantino in acciaio stampato; verniciatura in polvere termoindurente spessore 150 micron; escluso controflange, bulloneria e guarnizione di montaggio per i diametri DN350 in su, per l’applicazione di riduttore a ingranaggi conici, quest’ultimo escluso; per i seguenti diametri nominali: DN 50 mm",cad.,158.04963,23.70744,0.35561,18.17571,199.93,,
SAR24_PR.0027.0001.0002,PR,PEZZI SPECIALI PER TUBAZIONI,Saracinesca,"SARACINESCA A CORPO OVALE O PIATTO, per pressione di esercizio SINO PN16; con corpo, cappello e cuneo in ghisa sferoidale GS 500/7; cuneo rivestito in gomma NPR atossica, antinvecchiamento e antiusura; asta in acciaio inox AISI 420; bulloni in acciaio inox AISI 304; tenuta con anelli O-Ring; attacchi a flange tornite e forate SINO A UNI PN16; manovra a volantino in acciaio stampato; verniciatura in polvere termoindurente spessore 150 micron; escluso controflange, bulloneria e guarnizione di montaggio per i diametri DN350 in su, per l’applicazione di riduttore a ingranaggi conici, quest’ultimo escluso; per i seguenti diametri nominali: DN 65 mm",cad.,179.71502,26.95725,0.40436,20.66723,227.34,,
SAR24_PR.0027.0001.0003,PR,PEZZI SPECIALI PER TUBAZIONI,Saracinesca,"SARACINESCA A CORPO OVALE O PIATTO, per pressione di esercizio SINO PN16; con corpo, cappello e cuneo in ghisa sferoidale GS 500/7; cuneo rivestito in gomma NPR atossica, antinvecchiamento e antiusura; asta in acciaio inox AISI 420; bulloni in acciaio inox AISI 304; tenuta con anelli O-Ring; attacchi a flange tornite e forate SINO A UNI PN16; manovra a volantino in acciaio stampato; verniciatura in polvere termoindurente spessore 150 micron; escluso controflange, bulloneria e guarnizione di montaggio per i diametri DN350 in su, per l’applicazione di riduttore a ingranaggi conici, quest’ultimo escluso; per i seguenti diametri nominali: DN 80 mm",cad.,198.27082,29.74062,0.44611,22.80114,250.81,,
SAR24_PR.0027.0001.0004,PR,PEZZI SPECIALI PER TUBAZIONI,Saracinesca,"SARACINESCA A CORPO OVALE O PIATTO, per pressione di esercizio SINO PN16; con corpo, cappello e cuneo in ghisa sferoidale GS 500/7; cuneo rivestito in gomma NPR atossica, antinvecchiamento e antiusura; asta in acciaio inox AISI 420; bulloni in acciaio inox AISI 304; tenuta con anelli O-Ring; attacchi a flange tornite e forate SINO A UNI PN16; manovra a volantino in acciaio stampato; verniciatura in polvere termoindurente spessore 150 micron; escluso controflange, bulloneria e guarnizione di montaggio per i diametri DN350 in su, per l’applicazione di riduttore a ingranaggi conici, quest’ultimo escluso; per i seguenti diametri nominali: DN 100 mm",cad.,231.04251,34.65638,0.51985,26.56989,292.27,,
SAR24_PR.0027.0001.0005,PR,PEZZI SPECIALI PER TUBAZIONI,Saracinesca,"SARACINESCA A CORPO OVALE O PIATTO, per pressione di esercizio SINO PN16; con corpo, cappello e cuneo in ghisa sferoidale GS 500/7; cuneo rivestito in gomma NPR atossica, antinvecchiamento e antiusura; asta in acciaio inox AISI 420; bulloni in acciaio inox AISI 304; tenuta con anelli O-Ring; attacchi a flange tornite e forate SINO A UNI PN16; manovra a volantino in acciaio stampato; verniciatura in polvere termoindurente spessore 150 micron; escluso controflange, bulloneria e guarnizione di montaggio per i diametri DN350 in su, per l’applicazione di riduttore a ingranaggi conici, quest’ultimo escluso; per i seguenti diametri nominali: DN 125 mm",cad.,310.94995,46.64249,0.69964,35.75924,393.35,,
SAR24_PR.0027.0001.0006,PR,PEZZI SPECIALI PER TUBAZIONI,Saracinesca,"SARACINESCA A CORPO OVALE O PIATTO, per pressione di esercizio SINO PN16; con corpo, cappello e cuneo in ghisa sferoidale GS 500/7; cuneo rivestito in gomma NPR atossica, antinvecchiamento e antiusura; asta in acciaio inox AISI 420; bulloni in acciaio inox AISI 304; tenuta con anelli O-Ring; attacchi a flange tornite e forate SINO A UNI PN16; manovra a volantino in acciaio stampato; verniciatura in polvere termoindurente spessore 150 micron; escluso controflange, bulloneria e guarnizione di montaggio per i diametri DN350 in su, per l’applicazione di riduttore a ingranaggi conici, quest’ultimo escluso; per i seguenti diametri nominali: DN 150 mm",cad.,350.76078,52.61412,0.78921,40.33749,443.71,,
SAR24_PR.0027.0001.0007,PR,PEZZI SPECIALI PER TUBAZIONI,Saracinesca,"SARACINESCA A CORPO OVALE O PIATTO, per pressione di esercizio SINO PN16; con corpo, cappello e cuneo in ghisa sferoidale GS 500/7; cuneo rivestito in gomma NPR atossica, antinvecchiamento e antiusura; asta in acciaio inox AISI 420; bulloni in acciaio inox AISI 304; tenuta con anelli O-Ring; attacchi a flange tornite e forate SINO A UNI PN16; manovra a volantino in acciaio stampato; verniciatura in polvere termoindurente spessore 150 micron; escluso controflange, bulloneria e guarnizione di montaggio per i diametri DN350 in su, per l’applicazione di riduttore a ingranaggi conici, quest’ultimo escluso; per i seguenti diametri nominali: DN 200 mm",cad.,802.2285,120.33428,1.80501,92.25628,1014.82,,
SAR24_PR.0027.0001.0008,PR,PEZZI SPECIALI PER TUBAZIONI,Saracinesca,"SARACINESCA A CORPO OVALE O PIATTO, per pressione di esercizio SINO PN16; con corpo, cappello e cuneo in ghisa sferoidale GS 500/7; cuneo rivestito in gomma NPR atossica, antinvecchiamento e antiusura; asta in acciaio inox AISI 420; bulloni in acciaio inox AISI 304; tenuta con anelli O-Ring; attacchi a flange tornite e forate SINO A UNI PN16; manovra a volantino in acciaio stampato; verniciatura in polvere termoindurente spessore 150 micron; escluso controflange, bulloneria e guarnizione di montaggio per i diametri DN350 in su, per l’applicazione di riduttore a ingranaggi conici, quest’ultimo escluso; per i seguenti diametri nominali: DN 250 mm",cad.,1149.39068,172.4086,2.58613,132.17993,1453.98,,
SAR24_PR.0027.0001.0009,PR,PEZZI SPECIALI PER TUBAZIONI,Saracinesca,"SARACINESCA A CORPO OVALE O PIATTO, per pressione di esercizio SINO PN16; con corpo, cappello e cuneo in ghisa sferoidale GS 500/7; cuneo rivestito in gomma NPR atossica, antinvecchiamento e antiusura; asta in acciaio inox AISI 420; bulloni in acciaio inox AISI 304; tenuta con anelli O-Ring; attacchi a flange tornite e forate SINO A UNI PN16; manovra a volantino in acciaio stampato; verniciatura in polvere termoindurente spessore 150 micron; escluso controflange, bulloneria e guarnizione di montaggio per i diametri DN350 in su, per l’applicazione di riduttore a ingranaggi conici, quest’ultimo escluso; per i seguenti diametri nominali: DN 300 mm",cad.,1535.0013,230.2502,3.45375,176.52515,1941.78,,
SAR24_PR.0027.0001.0010,PR,PEZZI SPECIALI PER TUBAZIONI,Saracinesca,"SARACINESCA A CORPO OVALE O PIATTO, per pressione di esercizio SINO PN16; con corpo, cappello e cuneo in ghisa sferoidale GS 500/7; cuneo rivestito in gomma NPR atossica, antinvecchiamento e antiusura; asta in acciaio inox AISI 420; bulloni in acciaio inox AISI 304; tenuta con anelli O-Ring; attacchi a flange tornite e forate SINO A UNI PN16; manovra a volantino in acciaio stampato; verniciatura in polvere termoindurente spessore 150 micron; escluso controflange, bulloneria e guarnizione di montaggio per i diametri DN350 in su, per l’applicazione di riduttore a ingranaggi conici, quest’ultimo escluso; per i seguenti diametri nominali: DN 400 mm",cad.,2788.97001,418.3455,6.27518,320.73155,3528.05,,
SAR24_PR.0027.0001.0011,PR,PEZZI SPECIALI PER TUBAZIONI,Saracinesca,"SARACINESCA A CORPO OVALE O PIATTO per pressioni di esercizio SINO PN 16 con corpo, cappello e cuneo in ghisa G25; anelli di tenuta in ottone; asta di manovra in acciaio inox AISI 420; bulloni in acciaio inox AISI 304; tenuta con anelli O-Ring; flange di attacco tornite e forate; manovra a volantino; escluso controflange, bulloneria e guarnizioni di montaggio; con predisposizione per l’applicazione di riduttore ad ingranaggi conici, quest’ultimo escluso; per i seguenti diametri nominali: DN 450 mm",cad.,3689.11169,553.36675,8.3005,424.24784,4666.73,,
SAR24_PR.0027.0001.0012,PR,PEZZI SPECIALI PER TUBAZIONI,Saracinesca,"SARACINESCA A CORPO OVALE O PIATTO per pressioni di esercizio SINO PN 16 con corpo, cappello e cuneo in ghisa G25; anelli di tenuta in ottone; asta di manovra in acciaio inox AISI 420; bulloni in acciaio inox AISI 304; tenuta con anelli O-Ring; flange di attacco tornite e forate; manovra a volantino; escluso controflange, bulloneria e guarnizioni di montaggio; con predisposizione per l’applicazione di riduttore ad ingranaggi conici, quest’ultimo escluso; per i seguenti diametri nominali: DN 500 mm",cad.,4652.02344,697.80352,10.46705,534.9827,5884.81,,
SAR24_PR.0027.0001.0013,PR,PEZZI SPECIALI PER TUBAZIONI,Saracinesca,"SARACINESCA A CORPO OVALE O PIATTO per pressioni di esercizio SINO PN 16 con corpo, cappello e cuneo in ghisa G25; anelli di tenuta in ottone; asta di manovra in acciaio inox AISI 420; bulloni in acciaio inox AISI 304; tenuta con anelli O-Ring; flange di attacco tornite e forate; manovra a volantino; escluso controflange, bulloneria e guarnizioni di montaggio; con predisposizione per l’applicazione di riduttore ad ingranaggi conici, quest’ultimo escluso; per i seguenti diametri nominali: DN 600 mm",cad.,9539.45047,1430.91757,21.46376,1097.0368,12067.4,,
SAR24_PR.0027.0001.0014,PR,PEZZI SPECIALI PER TUBAZIONI,Saracinesca,SARACINESCA IN GHISA G25 A CORPO CILINDRICO per pressioni di esercizio PN 25; a vite interna; anelli di tenuta in ottone; interni in ottone; asta di manovra in barra di trafilato di ottone; attacchi a flange tornite e forate; manovra a volantino; per i seguenti diametri nominali: DN 50 mm,cad.,330.68071,49.60211,0.74403,38.02828,418.31,,
SAR24_PR.0027.0001.0015,PR,PEZZI SPECIALI PER TUBAZIONI,Saracinesca,SARACINESCA IN GHISA G25 A CORPO CILINDRICO per pressioni di esercizio PN 25; a vite interna; anelli di tenuta in ottone; interni in ottone; asta di manovra in barra di trafilato di ottone; attacchi a flange tornite e forate; manovra a volantino;  per i seguenti diametri nominali: DN 65 mm,cad.,420.35827,63.05374,0.94581,48.3412,531.75,,
SAR24_PR.0027.0001.0016,PR,PEZZI SPECIALI PER TUBAZIONI,Saracinesca,SARACINESCA IN GHISA G25 A CORPO CILINDRICO per pressioni di esercizio PN 25; a vite interna; anelli di tenuta in ottone; interni in ottone; asta di manovra in barra di trafilato di ottone; attacchi a flange tornite e forate; manovra a volantino; per i seguenti diametri nominali: DN 80 mm,cad.,506.68033,76.00205,1.14003,58.26824,640.95,,
SAR24_PR.0027.0001.0017,PR,PEZZI SPECIALI PER TUBAZIONI,Saracinesca,SARACINESCA IN GHISA G25 A CORPO CILINDRICO per pressioni di esercizio PN 25; a vite interna; anelli di tenuta in ottone; interni in ottone; asta di manovra in barra di trafilato di ottone; attacchi a flange tornite e forate; manovra a volantino; per i seguenti diametri nominali: DN 100 mm,cad.,635.58653,95.33798,1.43007,73.09245,804.02,,
SAR24_PR.0027.0001.0018,PR,PEZZI SPECIALI PER TUBAZIONI,Saracinesca,SARACINESCA IN GHISA G25 A CORPO CILINDRICO per pressioni di esercizio PN 25; a vite interna; anelli di tenuta in ottone; interni in ottone; asta di manovra in barra di trafilato di ottone; attacchi a flange tornite e forate; manovra a volantino; per i seguenti diametri nominali: DN 125 mm,cad.,846.32668,126.949,1.90424,97.32757,1070.6,,
SAR24_PR.0027.0001.0019,PR,PEZZI SPECIALI PER TUBAZIONI,Saracinesca,SARACINESCA IN GHISA G25 A CORPO CILINDRICO per pressioni di esercizio PN 25; a vite interna; anelli di tenuta in ottone; interni in ottone; asta di manovra in barra di trafilato di ottone; attacchi a flange tornite e forate; manovra a volantino; per i seguenti diametri nominali: DN 150 mm,cad.,1151.2325,172.68488,2.59027,132.39174,1456.31,,
SAR24_PR.0027.0001.0020,PR,PEZZI SPECIALI PER TUBAZIONI,Saracinesca,"SARACINESCA IN GHISA G25 A CORPO CILINDRICO per pressioni di esercizio PN 25; a vite interna; anelli di tenuta in ottone; interni in ottone; asta di manovra in barra di trafilato di ottone; attacchi a flange tornite e forate; manovra a volantino; predisposizione, per i diametri da DN200 in su, per l’applicazione di riduttore ad ingranaggi conici, quest’ultimo escluso; per i seguenti diametri nominali: DN 200 mm",cad.,1789.06309,268.35946,4.02539,205.74226,2263.16,,
SAR24_PR.0027.0001.0021,PR,PEZZI SPECIALI PER TUBAZIONI,Saracinesca,"SARACINESCA IN GHISA G25 A CORPO CILINDRICO per pressioni di esercizio PN 25; a vite interna; anelli di tenuta in ottone; interni in ottone; asta di manovra in barra di trafilato di ottone; attacchi a flange tornite e forate; manovra a volantino; predisposizione, per i diametri da DN200 in su, per l’applicazione di riduttore ad ingranaggi conici, quest’ultimo escluso; per i seguenti diametri nominali: DN 250 mm",cad.,3656.60464,548.4907,8.22736,420.50953,4625.6,,
SAR24_PR.0027.0001.0022,PR,PEZZI SPECIALI PER TUBAZIONI,Saracinesca,"SARACINESCA IN GHISA G25 A CORPO CILINDRICO per pressioni di esercizio PN 25; a vite interna; anelli di tenuta in ottone; interni in ottone; asta di manovra in barra di trafilato di ottone; attacchi a flange tornite e forate; manovra a volantino; predisposizione, per i diametri da DN200 in su, per l’applicazione di riduttore ad ingranaggi conici, quest’ultimo escluso; per i seguenti diametri nominali: DN 300 mm",cad.,4762.99836,714.44975,10.71675,547.74481,6025.19,,
