codice_articolo,famiglia,capitolo,sottocapitolo,descrizione,unita_misura,prezzo_senza_sg_ut,spese_generali,oneri_sicurezza_impresa,utile_impresa,prezzo_finale,quota_manodopera,incidenza_manodopera
SAR24_PF.0001.0003.0048,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","PAVIMENTAZIONE DI SPAZI ESTERNI,VEICOLARI O PEDONALI, con PIASTRE IN CALCESTRUZZO VIBRATO con superficie ruvida, dimensioni 50x50x5 o 50x25x5 dati in opera allettati con malta bastarda su massetto in calcestruzzo già predisposto e compensato, compresi tagli, sfridi e la sigillatura dei giunti con beverone di cemento con piastre di colore rosso",m²,39.19543,5.87931,0.08819,4.50747,49.58,15.29912,30.86%
SAR24_PF.0001.0003.0049,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","PAVIMENTAZIONE DI SPAZI ESTERNI,VEICOLARI O PEDONALI, con PIASTRE IN CALCESTRUZZO VIBRATO con superficie ruvida, dimensioni 50x50x5 o 50x25x5 dati in opera allettati con malta bastarda su massetto in calcestruzzo già predisposto e compensato, compresi tagli, sfridi e la sigillatura dei giunti con beverone di cemento con piastre di colore giallo",m²,40.1549,6.02324,0.09035,4.61781,50.8,15.29912,30.12%
SAR24_PF.0001.0003.0050,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","PAVIMENTAZIONE DI SPAZI ESTERNI PEDONALI, con  PIASTRE IN CEMENTO con superficie grezza, dimensioni 40x40x4 con solcature sulla faccia superiore a formare disegni geometrici vari o a coda di pavone, dati in opera allettati con malta bastarda su massetto in calcestruzzo già predisposto e compensato, compresi tagli, sfridi e la sigillatura dei giunti con beverone di cemento colori bianco, grigio, rosso",m²,37.1111,5.56666,0.0835,4.26778,46.95,15.07432,32.11%
SAR24_PF.0001.0003.0051,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","PAVIMENTAZIONE DI SPAZI ESTERNI PEDONALI, con  PIASTRE IN CEMENTO con superficie grezza, dimensioni 40x40x4 con solcature sulla faccia superiore a formare disegni geometrici vari o a coda di pavone, dati in opera allettati con malta bastarda su massetto in calcestruzzo già predisposto e compensato, compresi tagli, sfridi e la sigillatura dei giunti con beverone di cemento colori avana, verde",m²,37.60226,5.64034,0.08461,4.32426,47.57,15.07432,31.69%
SAR24_PF.0001.0003.0052,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","PAVIMENTAZIONE DI SPAZI ESTERNI PEDONALI, con PIASTRE IN CEMENTO con superficie levigata, dimensioni 40x40x4 con solcature sulla faccia superiore a formare disegni geometrici vari o a coda di pavone, dati in opera allettati con malta bastarda su massetto in calcestruzzo già predisposto e compensato, compresi tagli, sfridi e la sigillatura dei giunti con beverone di cemento colori grigio, rosso, marrone",m²,42.94788,6.44218,0.09663,4.93901,54.33,15.07432,27.75%
SAR24_PF.0001.0003.0053,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","PAVIMENTAZIONE DI SPAZI ESTERNI PEDONALI, con PIASTRE IN CEMENTO con superficie levigata, dimensioni 40x40x4 con solcature sulla faccia superiore a formare disegni geometrici vari o a coda di pavone, dati in opera allettati con malta bastarda su massetto in calcestruzzo già predisposto e compensato, compresi tagli, sfridi e la sigillatura dei giunti con beverone di cemento colori verde, bianco, rosa",m²,43.9302,6.58953,0.09884,5.05197,55.57,15.07432,27.13%
SAR24_PF.0001.0003.0054,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","PAVIMENTAZIONE DI SPAZI ESTERNI PEDONALI, con  PIASTRE IN CEMENTO con superficie martellinata, dimensioni 40x40x4 con solcature sulla faccia superiore a formare disegni geometrici vari o a coda di pavone, dati in opera allettati con malta bastarda su massetto in calcestruzzo già predisposto e compensato, compresi tagli, sfridi e la sigillatura dei giunti con beverone di cemento colore grigio",m²,47.79092,7.16864,0.10753,5.49596,60.46,15.07432,24.93%
SAR24_PF.0001.0003.0055,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","PAVIMENTAZIONE DI SPAZI ESTERNI PEDONALI, con  PIASTRE IN CEMENTO con superficie martellinata, dimensioni 40x40x4 con solcature sulla faccia superiore a formare disegni geometrici vari o a coda di pavone, dati in opera allettati con malta bastarda su massetto in calcestruzzo già predisposto e compensato, compresi tagli, sfridi e la sigillatura dei giunti con beverone di cemento colori bianco, avana, marrone",m²,48.77324,7.31599,0.10974,5.60892,61.7,15.07432,24.43%
SAR24_PF.0001.0003.0056,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","PAVIMENTAZIONE DI SPAZI ESTERNI PEDONALI, con ELEMENTI IN CEMENTO grigio vibrocompresso dimensioni 40x40x3,8 o 50x50x4, con CIOTTOLI TONDI DI MARMO in vista sulla faccia superiore, dati in opera allettati con malta bastarda su massetto in calcestruzzo già predisposto e compensato, compresi tagli, sfridi e la sigillatura dei giunti con beverone di cemento",m²,40.02378,6.00357,0.09005,4.60274,50.63,15.07432,29.77%
SAR24_PF.0001.0003.0057,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica",MAGGIOR PREZZO PER LA ESECUZIONE DELLE PAVMENTAZIONI PEDONALI PARZIALI PER RIPRISTINI di pavimentazioni preesistenti demolite per la esecuzione di manufatti o impianti nel sottosuolo compresi e compensati gli oneri previsti per le singole pavimentazioni,m²,4.56053,0.68408,0.01026,0.52446,5.77,4.56053,79.05%
SAR24_PF.0001.0003.0058,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","CORDONATA STRADALE IN CALCESTRUZZO VIBRATO allettata a fresco su sottofondo di calcestruzzo preconfezionato RcK 20, compreso lo avvicinamento e lo sfilamento lungo linea; la preparazione del piano di posa; la fornitura e stesa del calcestruzzo di sottofondo per uno spessore di cm 15-20; la stuccatura dei giunti con malta cementizia; eventuali tagli e sfridi; l’onere per la formazione di accessi carrai o scivoli per disabili e per la formazione di curve e raccordi plano-altimetrici sezione piena cm 10x20 a superficie ruvida",m,22.43161,3.36474,0.05047,2.57964,28.38,9.46146,33.34%
SAR24_PF.0001.0003.0059,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","CORDONATA STRADALE IN CALCESTRUZZO VIBRATO allettata a fresco su sottofondo di calcestruzzo preconfezionato RcK 20, compreso lo avvicinamento e lo sfilamento lungo linea; la preparazione del piano di posa; la fornitura e stesa del calcestruzzo di sottofondo per uno spessore di cm 15-20; la stuccatura dei giunti con malta cementizia; eventuali tagli e sfridi; l’onere per la formazione di accessi carrai o scivoli per disabili e per la formazione di curve e raccordi plano-altimetrici sezione piena cm 12x25 a superficie ruvida",m,25.78387,3.86758,0.05801,2.96514,32.62,9.57386,29.35%
SAR24_PF.0001.0003.0060,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","CORDONATA STRADALE IN CALCESTRUZZO VIBRATO allettata a fresco su sottofondo di calcestruzzo preconfezionato RcK 20, compreso lo avvicinamento e lo sfilamento lungo linea; la preparazione del piano di posa; la fornitura e stesa del calcestruzzo di sottofondo per uno spessore di cm 15-20; la stuccatura dei giunti con malta cementizia; eventuali tagli e sfridi; l’onere per la formazione di accessi carrai o scivoli per disabili e per la formazione di curve e raccordi plano-altimetrici sezione forata cm 12x25 a superficie ruvida",m,24.16648,3.62497,0.05437,2.77914,30.57,9.52681,31.16%
SAR24_PF.0001.0003.0061,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","CORDONATA STRADALE IN CALCESTRUZZO VIBRATO allettata a fresco su sottofondo di calcestruzzo preconfezionato RcK 20, compreso lo avvicinamento e lo sfilamento lungo linea; la preparazione del piano di posa; la fornitura e stesa del calcestruzzo di sottofondo per uno spessore di cm 15-20; la stuccatura dei giunti con malta cementizia; eventuali tagli e sfridi; l’onere per la formazione di accessi carrai o scivoli per disabili e per la formazione di curve e raccordi plano-altimetrici sezione forata cm 15x25 a superficie ruvida",m,25.11745,3.76762,0.05651,2.88851,31.77,9.60261,30.22%
SAR24_PF.0001.0003.0062,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","CORDONATA STRADALE IN CALCESTRUZZO VIBRATO allettata a fresco su sottofondo di calcestruzzo preconfezionato RcK 20, compreso lo avvicinamento e lo sfilamento lungo linea; la preparazione del piano di posa; la fornitura e stesa del calcestruzzo di sottofondo per uno spessore di cm 15-20; la stuccatura dei giunti con malta cementizia; eventuali tagli e sfridi; l’onere per la formazione di accessi carrai o scivoli per disabili e per la formazione di curve e raccordi plano-altimetrici sezione piena cm 8x15 a superficie liscia",m,23.71748,3.55762,0.05336,2.72751,30.0,9.34906,31.16%
SAR24_PF.0001.0003.0063,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","CORDONATA STRADALE IN CALCESTRUZZO VIBRATO allettata a fresco su sottofondo di calcestruzzo preconfezionato RcK 20, compreso lo avvicinamento e lo sfilamento lungo linea; la preparazione del piano di posa; la fornitura e stesa del calcestruzzo di sottofondo per uno spessore di cm 15-20; la stuccatura dei giunti con malta cementizia; eventuali tagli e sfridi; l’onere per la formazione di accessi carrai o scivoli per disabili e per la formazione di curve e raccordi plano-altimetrici sezione piena cm 10x15 a superficie liscia",m,24.21806,3.63271,0.05449,2.78508,30.64,9.38565,30.64%
SAR24_PF.0001.0003.0064,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","CORDONATA STRADALE IN CALCESTRUZZO VIBRATO allettata a fresco su sottofondo di calcestruzzo preconfezionato RcK 20, compreso lo avvicinamento e lo sfilamento lungo linea; la preparazione del piano di posa; la fornitura e stesa del calcestruzzo di sottofondo per uno spessore di cm 15-20; la stuccatura dei giunti con malta cementizia; eventuali tagli e sfridi; l’onere per la formazione di accessi carrai o scivoli per disabili e per la formazione di curve e raccordi plano-altimetrici sezione piena cm 8x20 a superficie liscia",m,24.21806,3.63271,0.05449,2.78508,30.64,9.38565,30.64%
SAR24_PF.0001.0003.0065,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","CORDONATA STRADALE IN CALCESTRUZZO VIBRATO allettata a fresco su sottofondo di calcestruzzo preconfezionato RcK 20, compreso lo avvicinamento e lo sfilamento lungo linea; la preparazione del piano di posa; la fornitura e stesa del calcestruzzo di sottofondo per uno spessore di cm 15-20; la stuccatura dei giunti con malta cementizia; eventuali tagli e sfridi; l’onere per la formazione di accessi carrai o scivoli per disabili e per la formazione di curve e raccordi plano-altimetrici sezione piena cm 10x20 a superficie liscia",m,26.71623,4.00743,0.06011,3.07237,33.8,9.44839,27.96%
SAR24_PF.0001.0003.0066,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","CORDONATA STRADALE IN CALCESTRUZZO VIBRATO allettata a fresco su sottofondo di calcestruzzo preconfezionato RcK 20, compreso lo avvicinamento e lo sfilamento lungo linea; la preparazione del piano di posa; la fornitura e stesa del calcestruzzo di sottofondo per uno spessore di cm 15-20; la stuccatura dei giunti con malta cementizia; eventuali tagli e sfridi; l’onere per la formazione di accessi carrai o scivoli per disabili e per la formazione di curve e raccordi plano-altimetrici sezione piena cm 10x25 a superficie liscia",m,27.5371,4.13056,0.06196,3.16677,34.83,9.50851,27.30%
SAR24_PF.0001.0003.0067,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","CORDONATA STRADALE IN CALCESTRUZZO VIBRATO allettata a fresco su sottofondo di calcestruzzo preconfezionato RcK 20, compreso lo avvicinamento e lo sfilamento lungo linea; la preparazione del piano di posa; la fornitura e stesa del calcestruzzo di sottofondo per uno spessore di cm 15-20; la stuccatura dei giunti con malta cementizia; eventuali tagli e sfridi; l’onere per la formazione di accessi carrai o scivoli per disabili e per la formazione di curve e raccordi plano-altimetrici sezione piena cm 12x25 a superficie liscia",m,29.59768,4.43965,0.06659,3.40373,37.44,9.57386,25.57%
SAR24_PF.0001.0003.0068,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","CORDONATA STRADALE IN CALCESTRUZZO VIBRATO allettata a fresco su sottofondo di calcestruzzo preconfezionato RcK 20, compreso lo avvicinamento e lo sfilamento lungo linea; la preparazione del piano di posa; la fornitura e stesa del calcestruzzo di sottofondo per uno spessore di cm 15-20; la stuccatura dei giunti con malta cementizia; eventuali tagli e sfridi; l’onere per la formazione di accessi carrai o scivoli per disabili e per la formazione di curve e raccordi plano-altimetrici sezione piena cm 15x25 a superficie liscia",m,32.75117,4.91268,0.07369,3.76638,41.43,9.6758,23.35%
SAR24_PF.0001.0003.0069,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","CORDONATA STRADALE IN CALCESTRUZZO VIBRATO allettata a fresco su sottofondo di calcestruzzo preconfezionato RcK 20, compreso lo avvicinamento e lo sfilamento lungo linea; la preparazione del piano di posa; la fornitura e stesa del calcestruzzo di sottofondo per uno spessore di cm 15-20; la stuccatura dei giunti con malta cementizia; eventuali tagli e sfridi; l’onere per la formazione di accessi carrai o scivoli per disabili e per la formazione di curve e raccordi plano-altimetrici sezione piena trapezia cm 6,5/8x20, a superficie ruvida",m,20.50461,3.07569,0.04614,2.35803,25.94,9.40918,36.28%
SAR24_PF.0001.0003.0070,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","CORDONATA STRADALE IN CALCESTRUZZO VIBRATO allettata a fresco su sottofondo di calcestruzzo preconfezionato RcK 20, compreso lo avvicinamento e lo sfilamento lungo linea; la preparazione del piano di posa; la fornitura e stesa del calcestruzzo di sottofondo per uno spessore di cm 15-20; la stuccatura dei giunti con malta cementizia; eventuali tagli e sfridi; l’onere per la formazione di accessi carrai o scivoli per disabili e per la formazione di curve e raccordi plano-altimetrici sezione piena trapezia cm 7,5/10x20, a superficie ruvida",m,22.25072,3.33761,0.05006,2.55883,28.15,9.46146,33.61%
SAR24_PF.0001.0003.0071,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","CORDONATA STRADALE IN CALCESTRUZZO VIBRATO allettata a fresco su sottofondo di calcestruzzo preconfezionato RcK 20, compreso lo avvicinamento e lo sfilamento lungo linea; la preparazione del piano di posa; la fornitura e stesa del calcestruzzo di sottofondo per uno spessore di cm 15-20; la stuccatura dei giunti con malta cementizia; eventuali tagli e sfridi; l’onere per la formazione di accessi carrai o scivoli per disabili e per la formazione di curve e raccordi plano-altimetrici sezione piena trapezia cm 9/12x20, a superficie ruvida",m,24.71807,3.70771,0.05562,2.84258,31.27,9.60261,30.71%
SAR24_PF.0001.0003.0072,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","CORDONATA STRADALE IN CALCESTRUZZO VIBRATO allettata a fresco su sottofondo di calcestruzzo preconfezionato RcK 20, compreso lo avvicinamento e lo sfilamento lungo linea; la preparazione del piano di posa; la fornitura e stesa del calcestruzzo di sottofondo per uno spessore di cm 15-20; la stuccatura dei giunti con malta cementizia; eventuali tagli e sfridi; l’onere per la formazione di accessi carrai o scivoli per disabili e per la formazione di curve e raccordi plano-altimetrici sezione piena trapezia cm 12/15x25",m,27.23251,4.08488,0.06127,3.13174,34.45,9.72286,28.22%
SAR24_PF.0001.0003.0073,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALE STRADALE CIRCOLARE DI PRESCRIZIONE O OBBLIGO eseguito in scatolato di alluminio 25/10 e finitura in pellicola rifrangente di classe 1, dato in opera compreso lo scavo per il blocco di sostegno e il carico e trasporto a rifiuto delle materie di risulta e l’eventuale ripristino della pavimentazione; la formazione del blocco di sostegno in calcestruzzo preconfezionato Rck20, di dimensioni di cm 40x40x60; il palo di sostegno, di altezza adeguata alle dimensioni del segnale ed alle norme di sicurezza, in tubo di acciaio zincato diametro 60 mm munito di dispositivo anti rotazione; le staffe e i collari di fissaggio palo-cartello in alluminio, complete di bulloneria e dispositivo anti rotazione diametro cm 60",cad.,204.04668,30.607,0.4591,23.46537,258.12,41.13725,15.94%
SAR24_PF.0001.0003.0074,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALE STRADALE CIRCOLARE DI PRESCRIZIONE O OBBLIGO eseguito in scatolato di alluminio 25/10 e finitura in pellicola rifrangente di classe 1, dato in opera compreso lo scavo per il blocco di sostegno e il carico e trasporto a rifiuto delle materie di risulta e l’eventuale ripristino della pavimentazione; la formazione del blocco di sostegno in calcestruzzo preconfezionato Rck20 di dimensioni di cm 40x40x60; il palo di sostegno, di altezza adeguata alle dimensioni del segnale ed alle norme di sicurezza, in tubo di acciaio zincato di diametro 60 mm munito di dispositivo anti rotazione; le staffe e i collari di fissaggio palo-cartello in alluminio, complete di bulloneria e dispositivo anti rotazione con diametro da cm 90",cad.,279.91379,41.98707,0.62981,32.19009,354.09,41.13725,11.62%
SAR24_PF.0001.0003.0075,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALE STRADALE CIRCOLARE DI PRESCRIZIONE O OBBLIGO eseguito in scatolato di alluminio 25/10 e finitura in pellicola rifrangente di classe 2, dato in opera compreso lo scavo per il blocco di sostegno e il carico e trasporto a rifiuto delle materie di risulta e l’eventuale ripristino della pavimentazione; la formazione del blocco di sostegno in calcestruzzo preconfezionato Rck20 di dimensioni di cm 40x40x60; il palo di sostegno, di altezza adeguata alle dimensioni del segnale ed alle norme di sicurezza, in tubo di acciaio zincato con diametro di 60 mm munito di dispositivo anti rotazione; le staffe e i collari di fissaggio palo-cartello in alluminio, complete di bulloneria e dispositivo anti rotazione con diametro di cm 60",cad.,266.83251,40.02488,0.60037,30.68574,337.54,41.13725,12.19%
SAR24_PF.0001.0003.0076,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALE STRADALE CIRCOLARE DI PRESCRIZIONE O OBBLIGO eseguito in scatolato di alluminio 25/10 e finitura in pellicola rifrangente di classe 2, dato in opera compreso lo scavo per il blocco di sostegno e il carico e trasporto a rifiuto delle materie di risulta e l’eventuale ripristino della pavimentazione; la formazione del blocco di sostegno in calcestruzzo preconfezionato Rck20 di dimensioni di cm 40x40x60; il palo di sostegno, di altezza adeguata alle dimensioni del segnale ed alle norme di sicurezza, in tubo di acciaio zincato di diametro di 60 mm munito di dispositivo anti rotazione; le staffe e i collari di fissaggio palo-cartello in alluminio, complete di bulloneria e dispositivo anti rotazione con diametro di cm 90",cad.,311.26945,46.69042,0.70036,35.79599,393.76,41.13725,10.45%
SAR24_PF.0001.0003.0077,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALE STRADALE TRIANGOLARE DI PERICOLO eseguito in scatolato di alluminio 25/10 e finitura in pellicola rifrangente di classe 1, dato in opera compreso lo scavo per il blocco di sostegno e il carico e trasporto a rifiuto delle materie di risulta e l’eventuale ripristino della pavimentazione; la formazione del blocco di sostegno in calcestruzzo preconfezionato Rck20 di dimensioni di cm 40x40x60; il palo di sostegno, di altezza adeguata alle dimensioni del segnale ed alle norme di sicurezza, in tubo di acciaio zincato con diametro di mm 60 munito di dispositivo anti rotazione; le staffe e i collari di fissaggio palo-cartello in alluminio, complete di bulloneria e dispositivo anti rotazione dimensioni cm 60 lato",cad.,190.82214,28.62332,0.42935,21.94455,241.39,41.13725,17.04%
SAR24_PF.0001.0003.0078,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALE STRADALE TRIANGOLARE DI PERICOLO eseguito in scatolato di alluminio 25/10 e finitura in pellicola rifrangente di classe 1, dato in opera compreso lo scavo per il blocco di sostegno e il carico e trasporto a rifiuto delle materie di risulta e l’eventuale ripristino della pavimentazione; la formazione del blocco di sostegno in calcestruzzo preconfezionato Rck20 di dimensioni di cm 40x40x60; il palo di sostegno, di altezza adeguata alle dimensioni del segnale ed alle norme di sicurezza, in tubo di acciaio zincato con diametro di mm 60 munito di dispositivo anti rotazione; le staffe e i collari di fissaggio palo-cartello in alluminio, complete di bulloneria e dispositivo anti rotazione dimensioni cm 90 lato",cad.,215.7762,32.36643,0.4855,24.81426,272.96,41.13725,15.07%
SAR24_PF.0001.0003.0079,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALE STRADALE TRIANGOLARE DI PERICOLO eseguito in scatolato di alluminio 25/10 e finitura in pellicola rifrangente di classe 1, dato in opera compreso lo scavo per il blocco di sostegno e il carico e trasporto a rifiuto delle materie di risulta e l’eventuale ripristino della pavimentazione; la formazione del blocco di sostegno in calcestruzzo preconfezionato Rck20 di dimensioni di cm 40x40x60; il palo di sostegno, di altezza adeguata alle dimensioni del segnale ed alle norme di sicurezza, in tubo di acciaio zincato con diametro di mm 60 munito di dispositivo anti rotazione; le staffe e i collari di fissaggio palo-cartello in alluminio, complete di bulloneria e dispositivo anti rotazione dimensioni cm 120 lato",cad.,265.17532,39.7763,0.59664,30.49516,335.45,41.13725,12.26%
SAR24_PF.0001.0003.0080,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALE STRADALE TRIANGOLARE DI PERICOLO eseguito in scatolato di alluminio 25/10 e finitura in pellicola rifrangente di classe 2, dato in opera compreso lo scavo per il blocco di sostegno e il carico e trasporto a rifiuto delle materie di risulta e l’eventuale ripristino della pavimentazione; la formazione del blocco di sostegno in calcestruzzo preconfezionato Rck20 di dimensioni di cm 40x40x60; il palo di sostegno, di altezza adeguata alle dimensioni del segnale ed alle norme di sicurezza, in tubo di acciaio zincato con diametro di mm 60 munito di dispositivo anti rotazione; le staffe e i collari di fissaggio palo-cartello in alluminio, complete di bulloneria e dispositivo anti rotazione dimensioni cm 60 lato",cad.,221.52564,33.22885,0.49843,25.47545,280.23,41.13725,14.68%
SAR24_PF.0001.0003.0081,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALE STRADALE TRIANGOLARE DI PERICOLO eseguito in scatolato di alluminio 25/10 e finitura in pellicola rifrangente di classe 2, dato in opera compreso lo scavo per il blocco di sostegno e il carico e trasporto a rifiuto delle materie di risulta e l’eventuale ripristino della pavimentazione; la formazione del blocco di sostegno in calcestruzzo preconfezionato Rck20 di dimensioni di cm 40x40x60; il palo di sostegno, di altezza adeguata alle dimensioni del segnale ed alle norme di sicurezza, in tubo di acciaio zincato con diametro di mm 60 munito di dispositivo anti rotazione; le staffe e i collari di fissaggio palo-cartello in alluminio, complete di bulloneria e dispositivo anti rotazione dimensioni cm 90 lato",cad.,250.09005,37.51351,0.5627,28.76036,316.36,41.13725,13.00%
SAR24_PF.0001.0003.0082,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALE STRADALE TRIANGOLARE DI PERICOLO eseguito in scatolato di alluminio 25/10 e finitura in pellicola rifrangente di classe 2, dato in opera compreso lo scavo per il blocco di sostegno e il carico e trasporto a rifiuto delle materie di risulta e l’eventuale ripristino della pavimentazione; la formazione del blocco di sostegno in calcestruzzo preconfezionato Rck20 di dimensioni di cm 40x40x60; il palo di sostegno, di altezza adeguata alle dimensioni del segnale ed alle norme di sicurezza, in tubo di acciaio zincato con diametro di mm 60 munito di dispositivo anti rotazione; le staffe e i collari di fissaggio palo-cartello in alluminio, complete di bulloneria e dispositivo anti rotazione dimensioni cm 120 lato",cad.,306.19124,45.92869,0.68893,35.21199,387.33,41.13725,10.62%
SAR24_PF.0001.0003.0083,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALE STRADALE RETTANGOLARE DI DIREZIONE eseguito in scatolato di alluminio 25/10 e finitura in pellicola rifrangente, dato in opera compreso lo scavo per il blocco di sostegno e il carico e trasporto a rifiuto delle materie di risulta e l’eventuale ripristino della pavimentazione; la formazione del blocco di sostegno in calcestruzzo preconfezionato Rck20 di dimensioni di cm 40x40x60; il palo di sostegno, di altezza adeguata alle dimensioni del segnale ed alle norme di sicurezza, in tubo di acciaio zincato con diametro di mm 60 munito di dispositivo anti rotazione; le staffe e i collari di fissaggio palo-cartello in alluminio, complete di bulloneria e dispositivo anti rotazione con pellicola rifrangente di classe 1",cad.,499.50113,74.92517,1.12388,57.44263,631.87,65.07275,10.30%
SAR24_PF.0001.0003.0084,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALE STRADALE RETTANGOLARE DI DIREZIONE eseguito in scatolato di alluminio 25/10 e finitura in pellicola rifrangente, dato in opera compreso lo scavo per il blocco di sostegno e il carico e trasporto a rifiuto delle materie di risulta e l’eventuale ripristino della pavimentazione; la formazione del blocco di sostegno in calcestruzzo preconfezionato Rck20 di dimensioni di cm 40x40x60; il palo di sostegno, di altezza adeguata alle dimensioni del segnale ed alle norme di sicurezza, in tubo di acciaio zincato con diametro di mm 60 munito di dispositivo anti rotazione; le staffe e i collari di fissaggio palo-cartello in alluminio, complete di bulloneria e dispositivo anti rotazione con pellicola rifrangente di classe 2",cad.,534.06621,80.10993,1.20165,61.41761,675.59,65.07275,9.63%
SAR24_PF.0001.0003.0085,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","Fornitura di pannelli e targhe fuori misura, in unico elemento in lamiera di ferro dello spessore di 10/10 mm costruzione scatolata e rinforzata, completa di attacchi speciali, lavorazione comprendente operazioni di sgrassaggio, fosfatazione, verniciatura con antiruggine, finitura con smalto grigio a fuoco nella parte posteriore, interamente rivestito nella parte anteriore con pellicola a normale risposta luminosa (classe 1), per qualsiasi scritta o figura con valutazione da non utilizzare per la segnaletica di preavviso e direzione.",cad.,200.49906,30.07486,0.45112,23.05739,253.63,,
SAR24_PF.0001.0003.0086,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","Fornitura e posa in opera di blocco di sostegno per palo, compresa la formazione del blocco di sostegno in calcestruzzo preconfezionato Rck20 di dimensioni di cm 40x40x60; il palo di sostegno, di altezza adeguata alle dimensioni del segnale ed alle norme di sicurezza, in tubo di acciaio zincato con diametro di mm 60 munito di dispositivo anti rotazione; le staffe e i collari di fissaggio palo-cartello in alluminio, complete di bulloneria e dispositivo anti rotazione con pellicola rifrangente di classe 1, ESCLUSO il carico e trasporto a rifiuto delle materie di risulta e l’eventuale ripristino della pavimentazione;",cad.,121.7256,18.25884,0.27388,13.99844,153.98,27.92475,18.13%
SAR24_PF.0001.0003.0087,PF,LAVORI STRADALI,"Pavimentazioni stradali, pedonali, cordonate e segnaletica","SEGNALE STRADALE RETTANGOLARE DI PREAVVISO DI BIVIO di dimensione cm 150x200 eseguito in scatolato di alluminio 25/10 e finitura in pellicola rifrangente, dato in opera compreso lo scavo per il blocco di sostegno e il carico e trasporto a rifiuto delle materie di risulta e l’eventuale ripristino della  pavimentazione; la formazione del blocco di sostegno in calcestruzzo preconfezionato Rck20 di dimensioni di cm 40x40x60; il palo di sostegno, di altezza adeguata alle dimensioni del segnale ed alle norme di sicurezza, in tubo di acciaio zincato con diametro di mm 60 munito di dispositivo anti rotazione; le staffe e i collari di fissaggio palo-cartello in alluminio, complete di bulloneria e dispositivo anti rotazione con pellicola rifrangente di classe 1",cad.,1071.69839,160.75476,2.41132,123.24532,1355.7,70.05175,5.17%
